sname,rname,order,city,province,geometry
上海大宁公园(地铁站),上海地铁20号线一期西段(上海马戏城--交通路),2,上海,上海市,"31.27762735,121.43313522"
上海平利路(地铁站),上海地铁20号线一期西段(上海马戏城--交通路),3,上海,上海市,"31.27129978,121.42615452"
上海新村路(地铁站),上海地铁20号线一期西段(上海马戏城--交通路),4,上海,上海市,"31.26647471,121.4191061"
上海真华路(地铁站),上海地铁20号线一期西段(上海马戏城--交通路),5,上海,上海市,"31.26330557,121.4081011"
上海上海西站(地铁站),上海地铁20号线一期西段(上海马戏城--交通路),6,上海,上海市,"31.26509081,121.39564932"
上海交通路(地铁站),上海地铁20号线一期西段(上海马戏城--交通路),7,上海,上海市,"31.26939197,121.37916684"
上海交通路(地铁站),上海地铁20号线一期西段(交通路--上海马戏城),1,上海,上海市,"31.26939335,121.37916714"
上海上海西站(地铁站),上海地铁20号线一期西段(交通路--上海马戏城),2,上海,上海市,"31.26509066,121.39564912"
上海真华路(地铁站),上海地铁20号线一期西段(交通路--上海马戏城),3,上海,上海市,"31.26330564,121.4081011"
上海新村路(地铁站),上海地铁20号线一期西段(交通路--上海马戏城),4,上海,上海市,"31.26647506,121.41910679"
上海平利路(地铁站),上海地铁20号线一期西段(交通路--上海马戏城),5,上海,上海市,"31.27129883,121.42615554"
上海大宁公园(地铁站),上海地铁20号线一期西段(交通路--上海马戏城),6,上海,上海市,"31.27762678,121.43313558"
上海上海马戏城(地铁站),上海地铁20号线一期西段(交通路--上海马戏城),7,上海,上海市,"31.28122725,121.44750776"
上海浦东3号航站楼(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),1,上海,上海市,"31.12098066,121.81379005"
上海上海东站(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),2,上海,上海市,"31.12217629,121.77982256"
上海金闻路(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),3,上海,上海市,"31.12005187,121.77028198"
上海闻居路(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),4,上海,上海市,"31.13274276,121.75986215"
上海施新路(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),5,上海,上海市,"31.15077531,121.75388731"
上海川沙路(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),6,上海,上海市,"31.15319166,121.70816512"
上海川沙路(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),1,上海,上海市,"31.15319318,121.70816506"
上海施新路(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),2,上海,上海市,"31.15077494,121.75388661"
上海闻居路(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),3,上海,上海市,"31.13274247,121.75986282"
上海金闻路(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),4,上海,上海市,"31.12005088,121.77028202"
上海上海东站(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),5,上海,上海市,"31.12217519,121.77982155"
上海浦东3号航站楼(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),6,上海,上海市,"31.12097939,121.81378977"
上海浦东3号航站楼(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),1,上海,上海市,"31.12097943,121.81378963"
上海上海东站(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),2,上海,上海市,"31.12217531,121.77982129"
上海金闻路(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),3,上海,上海市,"31.12005032,121.77028076"
上海闻居路(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),4,上海,上海市,"31.13274135,121.75986173"
上海施新路(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),5,上海,上海市,"31.15077533,121.75388774"
上海川沙路(地铁站),上海地铁21号线东延伸段(浦东3号航站楼--川沙路),6,上海,上海市,"31.15319346,121.70816478"
上海川沙路(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),1,上海,上海市,"31.15319147,121.70816472"
上海施新路(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),2,上海,上海市,"31.15077598,121.75388833"
上海闻居路(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),3,上海,上海市,"31.13274215,121.75986173"
上海金闻路(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),4,上海,上海市,"31.1200516,121.77028152"
上海上海东站(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),5,上海,上海市,"31.12217627,121.77982207"
上海浦东3号航站楼(地铁站),上海地铁21号线东延伸段(川沙路--浦东3号航站楼),6,上海,上海市,"31.12097962,121.81379006"
上海长兴岛(地铁站),上海地铁22号线二期(长兴岛--裕安),1,上海,上海市,"31.39123954,121.71684634"
上海陈家镇(地铁站),上海地铁22号线二期(长兴岛--裕安),2,上海,上海市,"31.4925256,121.78875846"
上海东滩(地铁站),上海地铁22号线二期(长兴岛--裕安),3,上海,上海市,"31.5025665,121.85204501"
上海裕安(地铁站),上海地铁22号线二期(长兴岛--裕安),4,上海,上海市,"31.52652242,121.85754086"
上海裕安(地铁站),上海地铁22号线二期(裕安--长兴岛),1,上海,上海市,"31.52652286,121.85754093"
上海东滩(地铁站),上海地铁22号线二期(裕安--长兴岛),2,上海,上海市,"31.50256801,121.85204487"
上海陈家镇(地铁站),上海地铁22号线二期(裕安--长兴岛),3,上海,上海市,"31.49252507,121.78875849"
上海长兴岛(地铁站),上海地铁22号线二期(裕安--长兴岛),4,上海,上海市,"31.39123973,121.71684477"
上海金吉路(地铁站),上海地铁22号线一期(金吉路--长兴岛),1,上海,上海市,"31.26651444,121.62108092"
上海申江路(地铁站),上海地铁22号线一期(金吉路--长兴岛),2,上海,上海市,"31.28191253,121.62108153"
上海高宝路(地铁站),上海地铁22号线一期(金吉路--长兴岛),3,上海,上海市,"31.29400097,121.62224656"
上海凌空北路(地铁站),上海地铁22号线一期(金吉路--长兴岛),4,上海,上海市,"31.29568763,121.66827346"
上海长兴岛(地铁站),上海地铁22号线一期(金吉路--长兴岛),5,上海,上海市,"31.39124082,121.7168448"
上海长兴岛(地铁站),上海地铁22号线一期(长兴岛--金吉路),1,上海,上海市,"31.39124054,121.7168464"
上海凌空北路(地铁站),上海地铁22号线一期(长兴岛--金吉路),2,上海,上海市,"31.2956878,121.66827338"
上海高宝路(地铁站),上海地铁22号线一期(长兴岛--金吉路),3,上海,上海市,"31.29400163,121.6222454"
上海申江路(地铁站),上海地铁22号线一期(长兴岛--金吉路),4,上海,上海市,"31.28191232,121.62108301"
上海金吉路(地铁站),上海地铁22号线一期(长兴岛--金吉路),5,上海,上海市,"31.26651451,121.62108169"
上海东川路(地铁站),上海地铁23号线(东川路--上海体育场),1,上海,上海市,"31.02014483,121.41524546"
上海交大紫竹路(地铁站),上海地铁23号线(东川路--上海体育场),2,上海,上海市,"31.02063857,121.43072058"
上海紫竹高新区(地铁站),上海地铁23号线(东川路--上海体育场),3,上海,上海市,"31.02565891,121.44644148"
上海华东师范大学(地铁站),上海地铁23号线(东川路--上海体育场),4,上海,上海市,"31.02959094,121.46081516"
上海紫龙路(地铁站),上海地铁23号线(东川路--上海体育场),5,上海,上海市,"31.03585716,121.46484252"
上海吴泾(地铁站),上海地铁23号线(东川路--上海体育场),6,上海,上海市,"31.05129158,121.46171223"
上海北吴路(地铁站),上海地铁23号线(东川路--上海体育场),7,上海,上海市,"31.06472489,121.45773166"
上海墨江路(地铁站),上海地铁23号线(东川路--上海体育场),8,上海,上海市,"31.07464369,121.45549043"
上海澄江路(地铁站),上海地铁23号线(东川路--上海体育场),9,上海,上海市,"31.08615217,121.4550571"
上海吴泾北(地铁站),上海地铁23号线(东川路--上海体育场),10,上海,上海市,"31.09653713,121.45208364"
上海景联路(地铁站),上海地铁23号线(东川路--上海体育场),11,上海,上海市,"31.10332871,121.44993881"
上海华泾路(地铁站),上海地铁23号线(东川路--上海体育场),12,上海,上海市,"31.1219356,121.45231401"
上海徐浦大桥(地铁站),上海地铁23号线(东川路--上海体育场),13,上海,上海市,"31.12912103,121.45138515"
上海龙吴路(地铁站),上海地铁23号线(东川路--上海体育场),14,上海,上海市,"31.13811049,121.44836064"
上海上海植物园(地铁站),上海地铁23号线(东川路--上海体育场),15,上海,上海市,"31.15097156,121.44584458"
上海龙启路(地铁站),上海地铁23号线(东川路--上海体育场),16,上海,上海市,"31.16054494,121.44467545"
上海龙漕路(地铁站),上海地铁23号线(东川路--上海体育场),17,上海,上海市,"31.17136189,121.43978304"
上海上海体育场(地铁站),上海地铁23号线(东川路--上海体育场),18,上海,上海市,"31.18749669,121.43891767"
上海上海体育场(地铁站),上海地铁23号线(上海体育场--东川路),1,上海,上海市,"31.18749542,121.43891769"
上海龙漕路(地铁站),上海地铁23号线(上海体育场--东川路),2,上海,上海市,"31.17136215,121.43978477"
上海龙启路(地铁站),上海地铁23号线(上海体育场--东川路),3,上海,上海市,"31.16054527,121.44467558"
上海上海植物园(地铁站),上海地铁23号线(上海体育场--东川路),4,上海,上海市,"31.15097095,121.4458442"
上海龙吴路(地铁站),上海地铁23号线(上海体育场--东川路),5,上海,上海市,"31.13811089,121.44836085"
上海徐浦大桥(地铁站),上海地铁23号线(上海体育场--东川路),6,上海,上海市,"31.12912147,121.45138569"
上海华泾路(地铁站),上海地铁23号线(上海体育场--东川路),7,上海,上海市,"31.12193658,121.45231379"
上海景联路(地铁站),上海地铁23号线(上海体育场--东川路),8,上海,上海市,"31.10332754,121.44993851"
上海吴泾北(地铁站),上海地铁23号线(上海体育场--东川路),9,上海,上海市,"31.09653685,121.45208264"
上海澄江路(地铁站),上海地铁23号线(上海体育场--东川路),10,上海,上海市,"31.08615404,121.45505662"
上海墨江路(地铁站),上海地铁23号线(上海体育场--东川路),11,上海,上海市,"31.07464371,121.4554909"
上海北吴路(地铁站),上海地铁23号线(上海体育场--东川路),12,上海,上海市,"31.06472487,121.45773032"
上海吴泾(地铁站),上海地铁23号线(上海体育场--东川路),13,上海,上海市,"31.05129097,121.46171257"
上海紫龙路(地铁站),上海地铁23号线(上海体育场--东川路),14,上海,上海市,"31.03585663,121.46484111"
上海华东师范大学(地铁站),上海地铁23号线(上海体育场--东川路),15,上海,上海市,"31.02958981,121.46081566"
上海紫竹高新区(地铁站),上海地铁23号线(上海体育场--东川路),16,上海,上海市,"31.02565809,121.44644102"
上海交大紫竹路(地铁站),上海地铁23号线(上海体育场--东川路),17,上海,上海市,"31.02063905,121.43072056"
上海东川路(地铁站),上海地铁23号线(上海体育场--东川路),18,上海,上海市,"31.02014435,121.415246"
上海城北路(地铁站),上海地铁嘉闵线(城北路--银都路),1,上海,上海市,"31.39554842,121.23041245"
上海新成路(地铁站),上海地铁嘉闵线(城北路--银都路),2,上海,上海市,"31.4056926,121.26148995"
上海叶城路(地铁站),上海地铁嘉闵线(城北路--银都路),3,上海,上海市,"31.3775608,121.2770531"
上海嘉定新城东(地铁站),上海地铁嘉闵线(城北路--银都路),4,上海,上海市,"31.35083636,121.29071116"
上海南翔(地铁站),上海地铁嘉闵线(城北路--银都路),5,上海,上海市,"31.29614352,121.31715351"
上海乐秀路(地铁站),上海地铁嘉闵线(城北路--银都路),6,上海,上海市,"31.26721275,121.30965291"
上海金运路(地铁站),上海地铁嘉闵线(城北路--银都路),7,上海,上海市,"31.24293894,121.31549025"
上海北翟路(地铁站),上海地铁嘉闵线(城北路--银都路),8,上海,上海市,"31.21795469,121.31840059"
上海虹桥2号航站楼(地铁站),上海地铁嘉闵线(城北路--银都路),9,上海,上海市,"31.19608323,121.31994202"
上海申滨南路(地铁站),上海地铁嘉闵线(城北路--银都路),10,上海,上海市,"31.17755625,121.32271877"
上海七宝北(地铁站),上海地铁嘉闵线(城北路--银都路),11,上海,上海市,"31.16561456,121.33899405"
上海七宝(地铁站),上海地铁嘉闵线(城北路--银都路),12,上海,上海市,"31.1567765,121.34394472"
上海七莘路(地铁站),上海地铁嘉闵线(城北路--银都路),13,上海,上海市,"31.13438511,121.35921538"
上海莘建东路(地铁站),上海地铁嘉闵线(城北路--银都路),14,上海,上海市,"31.11152319,121.37451599"
上海银都路(地铁站),上海地铁嘉闵线(城北路--银都路),15,上海,上海市,"31.09123462,121.38562561"
上海银都路(地铁站),上海地铁嘉闵线(银都路--城北路),1,上海,上海市,"31.09123476,121.38562554"
上海莘建东路(地铁站),上海地铁嘉闵线(银都路--城北路),2,上海,上海市,"31.11152379,121.37451436"
上海七莘路(地铁站),上海地铁嘉闵线(银都路--城北路),3,上海,上海市,"31.13438576,121.35921386"
上海七宝(地铁站),上海地铁嘉闵线(银都路--城北路),4,上海,上海市,"31.15677499,121.34394534"
上海七宝北(地铁站),上海地铁嘉闵线(银都路--城北路),5,上海,上海市,"31.16561378,121.33899231"
上海申滨南路(地铁站),上海地铁嘉闵线(银都路--城北路),6,上海,上海市,"31.1775566,121.32271968"
上海虹桥2号航站楼(地铁站),上海地铁嘉闵线(银都路--城北路),7,上海,上海市,"31.19608342,121.31994056"
上海北翟路(地铁站),上海地铁嘉闵线(银都路--城北路),8,上海,上海市,"31.21795554,121.31839906"
上海金运路(地铁站),上海地铁嘉闵线(银都路--城北路),9,上海,上海市,"31.24293967,121.31548992"
上海乐秀路(地铁站),上海地铁嘉闵线(银都路--城北路),10,上海,上海市,"31.26721352,121.30965279"
上海南翔(地铁站),上海地铁嘉闵线(银都路--城北路),11,上海,上海市,"31.29614209,121.31715344"
上海嘉定新城东(地铁站),上海地铁嘉闵线(银都路--城北路),12,上海,上海市,"31.35083649,121.2907125"
上海叶城路(地铁站),上海地铁嘉闵线(银都路--城北路),13,上海,上海市,"31.3775621,121.27705302"
上海新成路(地铁站),上海地铁嘉闵线(银都路--城北路),14,上海,上海市,"31.40569217,121.26148986"
上海城北路(地铁站),上海地铁嘉闵线(银都路--城北路),15,上海,上海市,"31.39554908,121.23041175"
上海滴水湖北(地铁站),上海地铁南汇支线(滴水湖北--浦东3号航站楼),1,上海,上海市,"30.92624295,121.93678118"
上海星海湾路(地铁站),上海地铁南汇支线(滴水湖北--浦东3号航站楼),2,上海,上海市,"30.95674079,121.93712912"
上海滨海森林公园(地铁站),上海地铁南汇支线(滴水湖北--浦东3号航站楼),3,上海,上海市,"30.97501096,121.90361069"
上海鹏翔路(地铁站),上海地铁南汇支线(滴水湖北--浦东3号航站楼),4,上海,上海市,"31.07732334,121.84033741"
上海浦东3号航站楼(地铁站),上海地铁南汇支线(滴水湖北--浦东3号航站楼),5,上海,上海市,"31.12089419,121.81374132"
上海浦东3号航站楼(地铁站),上海地铁南汇支线(浦东3号航站楼--滴水湖北),1,上海,上海市,"31.12089407,121.81374166"
上海鹏翔路(地铁站),上海地铁南汇支线(浦东3号航站楼--滴水湖北),2,上海,上海市,"31.07732168,121.84033722"
上海滨海森林公园(地铁站),上海地铁南汇支线(浦东3号航站楼--滴水湖北),3,上海,上海市,"30.97501001,121.90361219"
上海星海湾路(地铁站),上海地铁南汇支线(浦东3号航站楼--滴水湖北),4,上海,上海市,"30.95674032,121.93712888"
上海滴水湖北(地铁站),上海地铁南汇支线(浦东3号航站楼--滴水湖北),5,上海,上海市,"30.92624295,121.93678226"
上海虹桥火车站(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),1,上海,上海市,"31.19609786,121.31991397"
上海前湾公园(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),2,上海,上海市,"31.22211704,121.26895187"
上海徐乐北路(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),3,上海,上海市,"31.19811689,121.2275964"
上海赵重公路(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),4,上海,上海市,"31.19194862,121.18128187"
上海华青路(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),5,上海,上海市,"31.18865406,121.12538147"
上海青浦新城(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),6,上海,上海市,"31.16051156,121.11995791"
上海青浦新城南(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),7,上海,上海市,"31.12347363,121.09785629"
上海朱家角(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),8,上海,上海市,"31.09551271,121.04980962"
上海西岑(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),9,上海,上海市,"31.07224548,120.95778519"
上海水乡客厅(地铁站),上海地铁示范区线(虹桥火车站--水乡客厅),10,上海,上海市,"31.03917674,120.91351542"
上海水乡客厅(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),1,上海,上海市,"31.03917571,120.91351444"
上海西岑(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),2,上海,上海市,"31.07224618,120.95778503"
上海朱家角(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),3,上海,上海市,"31.09551127,121.04981054"
上海青浦新城南(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),4,上海,上海市,"31.12347408,121.09785609"
上海青浦新城(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),5,上海,上海市,"31.16051305,121.11995958"
上海华青路(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),6,上海,上海市,"31.18865443,121.12538139"
上海赵重公路(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),7,上海,上海市,"31.19194723,121.1812835"
上海徐乐北路(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),8,上海,上海市,"31.19811789,121.22759744"
上海前湾公园(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),9,上海,上海市,"31.22211711,121.26895154"
上海虹桥火车站(地铁站),上海地铁示范区线(水乡客厅--虹桥火车站),10,上海,上海市,"31.19609727,121.31991297"
上海汇臻路(地铁站),上海轨道交通浦江线(汇臻路--沈杜公路),1,上海,上海市,"31.0274462,121.52022983"
上海东城一路(地铁站),上海轨道交通浦江线(汇臻路--沈杜公路),2,上海,上海市,"31.03260803,121.5277891"
上海浦航路(地铁站),上海轨道交通浦江线(汇臻路--沈杜公路),3,上海,上海市,"31.04320141,121.52628263"
上海闵瑞路(地铁站),上海轨道交通浦江线(汇臻路--沈杜公路),4,上海,上海市,"31.05015835,121.52601324"
上海三鲁公路(地铁站),上海轨道交通浦江线(汇臻路--沈杜公路),5,上海,上海市,"31.05829768,121.52306848"
上海沈杜公路(地铁站),上海轨道交通浦江线(汇臻路--沈杜公路),6,上海,上海市,"31.06315621,121.50809494"
上海沈杜公路(地铁站),上海轨道交通浦江线(沈杜公路--汇臻路),1,上海,上海市,"31.06315652,121.50809524"
上海三鲁公路(地铁站),上海轨道交通浦江线(沈杜公路--汇臻路),2,上海,上海市,"31.05829794,121.52306887"
上海闵瑞路(地铁站),上海轨道交通浦江线(沈杜公路--汇臻路),3,上海,上海市,"31.05015842,121.52601273"
上海浦航路(地铁站),上海轨道交通浦江线(沈杜公路--汇臻路),4,上海,上海市,"31.04320062,121.52628117"
上海东城一路(地铁站),上海轨道交通浦江线(沈杜公路--汇臻路),5,上海,上海市,"31.03260805,121.52778981"
上海汇臻路(地铁站),上海轨道交通浦江线(沈杜公路--汇臻路),6,上海,上海市,"31.0274451,121.52023015"
上海枫泾站(地铁站),上海南枫线(枫泾站--滴水湖北),1,上海,上海市,"30.89467369,121.02687211"
上海金山北站(地铁站),上海南枫线(枫泾站--滴水湖北),2,上海,上海市,"30.89425122,121.08716987"
上海朱泾(地铁站),上海南枫线(枫泾站--滴水湖北),3,上海,上海市,"30.88722156,121.14786347"
上海朱泾东(地铁站),上海南枫线(枫泾站--滴水湖北),4,上海,上海市,"30.89728634,121.21690897"
上海亭林(地铁站),上海南枫线(枫泾站--滴水湖北),5,上海,上海市,"30.8952282,121.35380417"
上海环城西路(地铁站),上海南枫线(枫泾站--滴水湖北),6,上海,上海市,"30.9263186,121.43505744"
上海望园路(地铁站),上海南枫线(枫泾站--滴水湖北),7,上海,上海市,"30.93472616,121.47845041"
上海金大公路(地铁站),上海南枫线(枫泾站--滴水湖北),8,上海,上海市,"30.95076844,121.51130395"
上海青村(地铁站),上海南枫线(枫泾站--滴水湖北),9,上海,上海市,"30.93248346,121.58000503"
上海奉城(地铁站),上海南枫线(枫泾站--滴水湖北),10,上海,上海市,"30.92750836,121.63772176"
上海四团(地铁站),上海南枫线(枫泾站--滴水湖北),11,上海,上海市,"30.89143981,121.74055925"
上海泥城(地铁站),上海南枫线(枫泾站--滴水湖北),12,上海,上海市,"30.89509524,121.80990573"
上海花柏路(地铁站),上海南枫线(枫泾站--滴水湖北),13,上海,上海市,"30.90762258,121.89442455"
上海滴水湖(地铁站),上海南枫线(枫泾站--滴水湖北),14,上海,上海市,"30.91197041,121.9245263"
上海滴水湖北(地铁站),上海南枫线(枫泾站--滴水湖北),15,上海,上海市,"30.92624301,121.93678227"
上海滴水湖北(地铁站),上海南枫线(滴水湖北--枫泾站),1,上海,上海市,"30.9262438,121.93678227"
上海滴水湖(地铁站),上海南枫线(滴水湖北--枫泾站),2,上海,上海市,"30.91197168,121.92452786"
上海花柏路(地铁站),上海南枫线(滴水湖北--枫泾站),3,上海,上海市,"30.90762288,121.89442509"
上海泥城(地铁站),上海南枫线(滴水湖北--枫泾站),4,上海,上海市,"30.89509624,121.80990742"
上海四团(地铁站),上海南枫线(滴水湖北--枫泾站),5,上海,上海市,"30.89144046,121.74055831"
上海奉城(地铁站),上海南枫线(滴水湖北--枫泾站),6,上海,上海市,"30.92750886,121.63772215"
上海青村(地铁站),上海南枫线(滴水湖北--枫泾站),7,上海,上海市,"30.93248293,121.58000602"
上海金大公路(地铁站),上海南枫线(滴水湖北--枫泾站),8,上海,上海市,"30.95076852,121.51130374"
上海望园路(地铁站),上海南枫线(滴水湖北--枫泾站),9,上海,上海市,"30.93472649,121.47845146"
上海环城西路(地铁站),上海南枫线(滴水湖北--枫泾站),10,上海,上海市,"30.92631976,121.43505741"
上海亭林(地铁站),上海南枫线(滴水湖北--枫泾站),11,上海,上海市,"30.89522845,121.353804"
上海朱泾东(地铁站),上海南枫线(滴水湖北--枫泾站),12,上海,上海市,"30.8972877,121.21690887"
上海朱泾(地铁站),上海南枫线(滴水湖北--枫泾站),13,上海,上海市,"30.88722177,121.14786246"
上海金山北站(地铁站),上海南枫线(滴水湖北--枫泾站),14,上海,上海市,"30.89425219,121.0871702"
上海枫泾站(地铁站),上海南枫线(滴水湖北--枫泾站),15,上海,上海市,"30.8946745,121.02687258"
上海浦东1号2号航站楼(地铁站),上海市域机场线后通段(浦东1号2号航站楼--上海东站),1,上海,上海市,"31.15505002,121.80097947"
上海浦东机场3号航站楼(地铁站),上海市域机场线后通段(浦东1号2号航站楼--上海东站),2,上海,上海市,"31.12083743,121.81363161"
上海上海东站(地铁站),上海市域机场线后通段(浦东1号2号航站楼--上海东站),3,上海,上海市,"31.11339217,121.77849762"
上海上海东站(地铁站),上海市域机场线后通段(上海东站--浦东1号2号航站楼),1,上海,上海市,"31.11339143,121.77849809"
上海浦东机场3号航站楼(地铁站),上海市域机场线后通段(上海东站--浦东1号2号航站楼),2,上海,上海市,"31.12083857,121.81363129"
上海浦东1号2号航站楼(地铁站),上海市域机场线后通段(上海东站--浦东1号2号航站楼),3,上海,上海市,"31.15504826,121.80097944"
上海浦东1号2号航站楼(地铁站),上海市域机场线后通段(浦东1号2号航站楼--上海东站),1,上海,上海市,"31.15504831,121.800981"
上海浦东机场3号航站楼(地铁站),上海市域机场线后通段(浦东1号2号航站楼--上海东站),2,上海,上海市,"31.12083781,121.81363029"
上海上海东站(地铁站),上海市域机场线后通段(浦东1号2号航站楼--上海东站),3,上海,上海市,"31.11339203,121.77849661"
上海上海东站(地铁站),上海市域机场线后通段(上海东站--浦东1号2号航站楼),1,上海,上海市,"31.11339192,121.77849711"
上海浦东机场3号航站楼(地铁站),上海市域机场线后通段(上海东站--浦东1号2号航站楼),2,上海,上海市,"31.12083714,121.81363089"
上海浦东1号2号航站楼(地铁站),上海市域机场线后通段(上海东站--浦东1号2号航站楼),3,上海,上海市,"31.15504859,121.80098052"
